일장춘몽,인생의 부귀영화가 헛되고 덧없음
일촉즉발,금방이라도 일이 터질 듯한 위험한 상태
일편단심,변치 않는 참되고 성실한 마음
자문자답,스스로 묻고 스스로 대답함
자중지란,같은 편 사이에서 일어나는 싸움이나 분쟁
전광석화,아주 짧은 시간이나 매우 빠른 움직임
점입가경,갈수록 더욱 재미있거나 흥미진진한 지경으로 들어감
조변석개,계획이나 결정 따위를 자주 바꿈
천차만별,여러 가지 사물이 모두 제각기 다름
천편일률,여러 사물이 변화 없이 모두 똑같음
청렴결백,마음이 깨끗하고 욕심이 없음
촌철살인,짧은 경구로 다른 사람의 마음을 찔러 감동하게 하거나 약점을 찌름
칠전팔기,여러 번 실패하여도 굽히지 않고 분투함
쾌도난마,어지럽게 얽힌 일을 시원스럽게 처리함
태산준령,매우 높고 험한 산
풍전등화,사물이 매우 위태로운 처지에 놓여 있음을 비유
허례허식,"예절, 법식 등을 헛되이 꾸며서 번드레하게만 함"
호의호식,좋은 옷을 입고 좋은 음식을 먹음
환골탈태,사람이 전보다 나아져 전혀 다른 사람처럼 됨 || 작품 따위를 이전보다 훨씬 좋게 고쳐 씀
후회막급,이미 잘못된 뒤라 아무리 후회하여도 다시 어찌할 수가 없음
각골지통,뼈에 사무칠 만큼 원통함
강구연월,태평한 시대의 평화로운 풍경
개과불린,잘못을 고치는 데 인색하지 않음
거일반삼,하나를 가르쳐 주면 세 가지를 미루어 앎. 매우 총명함을 이름
격화소양,"신을 신은 채 가려운 발바닥을 긁는다는 뜻으로, 하는 행동이 시원스럽지 못하여 만족스럽지 않음"
경당문노,"농사일은 마땅히 머슴에게 물어야 한다는 뜻으로, 모르는 일은 잘 아는 사람에게 상의하여야 함"
계명구도,비굴한 꾀를 잘 쓰는 사람 || 아무리 하찮은 재주라도 쓸모가 있음
